Time Stamp, Pressure [Pa], SystemState, Alarm State 
Thu 2020-05-07 02:06:43.250 CEST,28331513,13,2
Thu 2020-05-07 02:06:43.500 CEST,28363382,13,2
Thu 2020-05-07 02:06:43.750 CEST,28395544,13,2
Thu 2020-05-07 02:06:44.0 CEST,28426843,13,2
Thu 2020-05-07 02:06:44.250 CEST,28458709,13,2
Thu 2020-05-07 02:06:44.500 CEST,28490501,13,2
Thu 2020-05-07 02:06:44.750 CEST,28522764,13,2
Thu 2020-05-07 02:06:45.0 CEST,28555482,13,2
Thu 2020-05-07 02:06:45.250 CEST,28588429,13,2
Thu 2020-05-07 02:06:45.500 CEST,28619906,13,2
Thu 2020-05-07 02:06:45.750 CEST,28652826,13,2
Thu 2020-05-07 02:06:46.0 CEST,28684651,13,2
Thu 2020-05-07 02:06:46.250 CEST,28717930,13,2
Thu 2020-05-07 02:06:46.500 CEST,28750835,13,2
Thu 2020-05-07 02:06:46.750 CEST,28783574,13,2
Thu 2020-05-07 02:06:47.0 CEST,28817279,13,2
Thu 2020-05-07 02:06:47.250 CEST,28851242,13,2
Thu 2020-05-07 02:06:47.500 CEST,28883176,13,2
Thu 2020-05-07 02:06:47.750 CEST,28917022,13,2
Thu 2020-05-07 02:06:48.0 CEST,28949054,13,2
Thu 2020-05-07 02:06:48.250 CEST,28981046,13,2
Thu 2020-05-07 02:06:48.500 CEST,29013019,13,2
Thu 2020-05-07 02:06:48.750 CEST,29045831,13,2
Thu 2020-05-07 02:06:49.0 CEST,29079788,13,2
Thu 2020-05-07 02:06:49.250 CEST,29113384,13,2
Thu 2020-05-07 02:06:49.500 CEST,29147150,13,2
Thu 2020-05-07 02:06:49.750 CEST,29180177,13,2
Thu 2020-05-07 02:06:50.0 CEST,29212527,13,2
Thu 2020-05-07 02:06:50.250 CEST,29246325,13,2
Thu 2020-05-07 02:06:50.500 CEST,29280594,13,2
Thu 2020-05-07 02:06:50.750 CEST,29314088,13,2
Thu 2020-05-07 02:06:51.0 CEST,29347226,13,2
Thu 2020-05-07 02:06:51.250 CEST,29379980,13,2
Thu 2020-05-07 02:06:51.500 CEST,29414182,13,2
Thu 2020-05-07 02:06:51.750 CEST,29447565,13,2
Thu 2020-05-07 02:06:52.0 CEST,29480659,13,2
Thu 2020-05-07 02:06:52.250 CEST,29513127,13,2
Thu 2020-05-07 02:06:52.500 CEST,29547174,13,2
Thu 2020-05-07 02:06:52.750 CEST,29581789,13,2
Thu 2020-05-07 02:06:53.0 CEST,29615534,13,2
Thu 2020-05-07 02:06:53.250 CEST,29649788,13,2
Thu 2020-05-07 02:06:53.500 CEST,29683616,13,2
Thu 2020-05-07 02:06:53.750 CEST,29717844,13,2
Thu 2020-05-07 02:06:54.0 CEST,29751599,13,2
Thu 2020-05-07 02:06:54.250 CEST,29786483,13,2
Thu 2020-05-07 02:06:54.500 CEST,29819599,13,2
Thu 2020-05-07 02:06:54.750 CEST,29853172,13,2
Thu 2020-05-07 02:06:55.0 CEST,29888095,13,2
Thu 2020-05-07 02:06:55.250 CEST,29921151,13,2
Thu 2020-05-07 02:06:55.500 CEST,29954139,13,2
Thu 2020-05-07 02:06:55.750 CEST,29989027,13,2
Thu 2020-05-07 02:06:56.0 CEST,30022408,13,2
Thu 2020-05-07 02:06:56.250 CEST,30055666,13,2
Thu 2020-05-07 02:06:56.500 CEST,30088789,13,2
Thu 2020-05-07 02:06:56.750 CEST,30123915,13,2
Thu 2020-05-07 02:06:57.0 CEST,30158521,13,2
Thu 2020-05-07 02:06:57.250 CEST,30193561,13,2
Thu 2020-05-07 02:06:57.500 CEST,30227428,13,2
Thu 2020-05-07 02:06:57.750 CEST,30262462,13,2
Thu 2020-05-07 02:06:58.0 CEST,30296941,13,2
Thu 2020-05-07 02:06:58.250 CEST,30330681,13,2
Thu 2020-05-07 02:06:58.500 CEST,30364341,13,2
Thu 2020-05-07 02:06:58.750 CEST,30399890,13,2
Thu 2020-05-07 02:06:59.0 CEST,30433845,13,2
Thu 2020-05-07 02:06:59.250 CEST,30469132,13,2
Thu 2020-05-07 02:06:59.500 CEST,30503050,13,2
Thu 2020-05-07 02:06:59.750 CEST,30537886,13,2
Thu 2020-05-07 02:07:00.0 CEST,30573390,13,2
Thu 2020-05-07 02:07:00.250 CEST,30609068,13,2
Thu 2020-05-07 02:07:00.500 CEST,30643359,13,2
Thu 2020-05-07 02:07:00.750 CEST,30677847,13,2
Thu 2020-05-07 02:07:01.0 CEST,30712983,13,2
Thu 2020-05-07 02:07:01.250 CEST,30748233,13,2
Thu 2020-05-07 02:07:01.500 CEST,30784043,13,2
Thu 2020-05-07 02:07:01.750 CEST,30819992,13,2
Thu 2020-05-07 02:07:02.0 CEST,30854745,13,2
Thu 2020-05-07 02:07:02.250 CEST,30888690,13,2
Thu 2020-05-07 02:07:02.500 CEST,30923194,13,2
Thu 2020-05-07 02:07:02.750 CEST,30957379,13,2
Thu 2020-05-07 02:07:03.0 CEST,30993655,13,2
Thu 2020-05-07 02:07:03.250 CEST,31027983,13,2
Thu 2020-05-07 02:07:03.500 CEST,31064293,13,2
Thu 2020-05-07 02:07:03.750 CEST,31100713,13,2
Thu 2020-05-07 02:07:04.0 CEST,31135026,13,2
Thu 2020-05-07 02:07:04.250 CEST,31169183,13,2
Thu 2020-05-07 02:07:04.500 CEST,31205416,13,2
Thu 2020-05-07 02:07:04.750 CEST,31241386,13,2
Thu 2020-05-07 02:07:05.0 CEST,31277597,13,2
Thu 2020-05-07 02:07:05.250 CEST,31312274,13,2
Thu 2020-05-07 02:07:05.500 CEST,31347381,13,2
Thu 2020-05-07 02:07:05.750 CEST,31382137,13,2
Thu 2020-05-07 02:07:06.0 CEST,31416984,13,2
Thu 2020-05-07 02:07:06.250 CEST,31452581,13,2
Thu 2020-05-07 02:07:06.500 CEST,31487279,13,2
Thu 2020-05-07 02:07:06.750 CEST,31522837,13,2
Thu 2020-05-07 02:07:07.0 CEST,31558037,13,2
Thu 2020-05-07 02:07:07.250 CEST,31593333,13,2
Thu 2020-05-07 02:07:07.500 CEST,31629935,13,2
Thu 2020-05-07 02:07:07.750 CEST,31666810,13,2
Thu 2020-05-07 02:07:08.0 CEST,31703919,13,2
Thu 2020-05-07 02:07:08.250 CEST,31740908,13,2
Thu 2020-05-07 02:07:08.500 CEST,31775929,13,2
Thu 2020-05-07 02:07:08.750 CEST,31812231,13,2
Thu 2020-05-07 02:07:09.0 CEST,31848490,13,2
Thu 2020-05-07 02:07:09.250 CEST,31885704,13,2
Thu 2020-05-07 02:07:09.500 CEST,31921899,13,2
Thu 2020-05-07 02:07:09.750 CEST,31959219,13,2
Thu 2020-05-07 02:07:10.0 CEST,31996214,13,2
Thu 2020-05-07 02:07:10.250 CEST,32032711,13,2
Thu 2020-05-07 02:07:10.500 CEST,32068012,13,2
Thu 2020-05-07 02:07:10.750 CEST,32105040,13,2
Thu 2020-05-07 02:07:11.0 CEST,32141986,13,2
Thu 2020-05-07 02:07:11.250 CEST,32179244,13,2
Thu 2020-05-07 02:07:11.500 CEST,32216337,13,2
Thu 2020-05-07 02:07:11.750 CEST,32253605,13,2
Thu 2020-05-07 02:07:12.0 CEST,32290555,13,2
Thu 2020-05-07 02:07:12.250 CEST,32326979,13,2
Thu 2020-05-07 02:07:12.500 CEST,32363275,13,2
Thu 2020-05-07 02:07:12.750 CEST,32399457,13,2
Thu 2020-05-07 02:07:13.0 CEST,32435943,13,2
Thu 2020-05-07 02:07:13.250 CEST,32473130,13,2
Thu 2020-05-07 02:07:13.500 CEST,32509815,13,2
Thu 2020-05-07 02:07:13.750 CEST,32546856,13,2
Thu 2020-05-07 02:07:14.0 CEST,32582909,13,2
Thu 2020-05-07 02:07:14.250 CEST,32619489,13,2
Thu 2020-05-07 02:07:14.500 CEST,32655282,13,2
Thu 2020-05-07 02:07:14.750 CEST,32691656,13,2
Thu 2020-05-07 02:07:15.0 CEST,32729051,13,2
Thu 2020-05-07 02:07:15.250 CEST,32766491,13,2
Thu 2020-05-07 02:07:15.500 CEST,32802347,13,2
Thu 2020-05-07 02:07:15.750 CEST,32839419,13,2
Thu 2020-05-07 02:07:16.0 CEST,32876815,13,2
Thu 2020-05-07 02:07:16.250 CEST,32913021,13,2
Thu 2020-05-07 02:07:16.500 CEST,32949286,13,2
Thu 2020-05-07 02:07:16.750 CEST,32985358,13,2
Thu 2020-05-07 02:07:17.0 CEST,33023558,13,2
Thu 2020-05-07 02:07:17.250 CEST,33060761,13,2
Thu 2020-05-07 02:07:17.500 CEST,33098857,13,2
Thu 2020-05-07 02:07:17.750 CEST,33136753,13,2
Thu 2020-05-07 02:07:18.0 CEST,33175081,13,2
Thu 2020-05-07 02:07:18.250 CEST,33213504,13,2
Thu 2020-05-07 02:07:18.500 CEST,33250580,13,2
